command,intent
Forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab,NEXT_TAB
Forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab,NEXT_TAB
Forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab,NEXT_TAB
Forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab forward tab,NEXT_TAB
right tab,NEXT_TAB
Right Tab - Right Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab -,NEXT_TAB
Right Tab - Right Tab - Tab - Right Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab ,NEXT_TAB
Right Tab - Right Tab - Right Tab - Right Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab,NEXT_TAB
Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right Tab - Right,NEXT_TAB
Right Tab - Right Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab - Tab,NEXT_TAB
next please,NEXT_TAB
Please next please please follow the next please .,NEXT_TAB
Please next please please click next please .,NEXT_TAB
Please next please please click next .,NEXT_TAB
Please next please please follow the next please please .,NEXT_TAB
Please next please please follow the next please please.,NEXT_TAB
change to next tab,NEXT_TAB
Change to next tab to next tab,NEXT_TAB
Change to next tab to next tab .,NEXT_TAB
Change to next tab to next tab change to next tab,NEXT_TAB
Change to next tab to change to the next tab,NEXT_TAB
Change to next tab to next tab change to next tab .,NEXT_TAB
open next one,NEXT_TAB
Next one is open next one open next one.,NEXT_TAB
Next one is open next one open next one,NEXT_TAB
Next one is open next to open one.,NEXT_TAB
Next one is open next to open one .,NEXT_TAB
Next one is open next one open next one open next one,NEXT_TAB
previous tab,PREVIOUS_TAB
Tabs previous tabs previous tabs previous tabs,PREVIOUS_TAB
Tabs previous tabs previous tabs,PREVIOUS_TAB
Tabs Previous Tab Previous Tab,PREVIOUS_TAB
Tabs previous tabs previous tabs previous tab,PREVIOUS_TAB
Tabs Previous Tab Previous Tab Previous Tab Previous Tab,PREVIOUS_TAB
go back a tab,PREVIOUS_TAB
Go back a tab a tab,PREVIOUS_TAB
Go back a tab .,PREVIOUS_TAB
Go back to a tab a tab,PREVIOUS_TAB
Go back a tab a tab.,PREVIOUS_TAB
Go back to a tab .,PREVIOUS_TAB
last tab,PREVIOUS_TAB
Last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab,PREVIOUS_TAB
Last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab,PREVIOUS_TAB
Last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab,PREVIOUS_TAB
Last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab,PREVIOUS_TAB
Last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab last tab,PREVIOUS_TAB
left tab,PREVIOUS_TAB
Tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab,PREVIOUS_TAB
Left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left,PREVIOUS_TAB
Left Tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left,PREVIOUS_TAB
Tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab,PREVIOUS_TAB
Tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab left tab,PREVIOUS_TAB
switch to previous tab,PREVIOUS_TAB
Switch to previous tab to switch to previous tab,PREVIOUS_TAB
Switch to previous tab switch to previous tab,PREVIOUS_TAB
Switch to the previous tab switch to the previous tab,PREVIOUS_TAB
Switch to the previous tab switch to previous tab,PREVIOUS_TAB
Switch to previous tab to switch to previous tab .,PREVIOUS_TAB
go to earlier tab,PREVIOUS_TAB
Go to the earlier tab tab,PREVIOUS_TAB
Go to the earlier tab tab .,PREVIOUS_TAB
Go to the earlier tab tab.,PREVIOUS_TAB
Go to the earlier tab.,PREVIOUS_TAB
Go to the earlier tab .,PREVIOUS_TAB
back one tab,PREVIOUS_TAB
One tab back one tab back one tab,PREVIOUS_TAB
One tab back one tab back one tab back one tab,PREVIOUS_TAB
One tab back one tab back one tab back,PREVIOUS_TAB
One tab back one tab back one tab back one tab back,PREVIOUS_TAB
One tab back one tab,PREVIOUS_TAB
show last tab,PREVIOUS_TAB
Show last tab show last tab,PREVIOUS_TAB
Show last tab last tab show last tab,PREVIOUS_TAB
Show last tab last tab,PREVIOUS_TAB
Last tab shows last tab,PREVIOUS_TAB
Show last tab show last tab show,PREVIOUS_TAB
move left tab,PREVIOUS_TAB
Move left tab left tab,PREVIOUS_TAB
Move left tab to the left tab,PREVIOUS_TAB
Move left tab tab left tab,PREVIOUS_TAB
Move left tab left tab left tab,PREVIOUS_TAB
Move left tab to right tab,PREVIOUS_TAB
previous please,PREVIOUS_TAB
Previous please refer to the previous please .,PREVIOUS_TAB
Previous please refer to the previous please.,PREVIOUS_TAB
Previous please refer to the previous please,PREVIOUS_TAB
Previous please refer to the previous please :,PREVIOUS_TAB
Previous please refer to the previous please -,PREVIOUS_TAB
go back,GO_BACK
Go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back,GO_BACK
Go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back back to go back to go back to go back to go back to go back to go,GO_BACK
Go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back to go back home to go,GO_BACK
